timestamp,sensor,value
2026-09-20T08:21:30,knee_angle,81.74
2026-09-20T08:21:30,hip_angle,56.43
2026-09-20T08:21:30,grip_force,198.22
2026-09-20T08:21:30,step_rate,114.39
2026-09-20T08:22:00,knee_angle,25.41
2026-09-20T08:22:00,hip_angle,36.23
2026-09-20T08:22:00,grip_force,91.78
2026-09-20T08:22:00,step_rate,71.74
2026-09-20T08:22:30,knee_angle,7.51
2026-09-20T08:22:30,hip_angle,19.56
2026-09-20T08:22:30,grip_force,69.61
2026-09-20T08:22:30,step_rate,111.55
2026-09-20T08:23:00,knee_angle,91.09
2026-09-20T08:23:00,hip_angle,31.31
2026-09-20T08:23:00,grip_force,225.51
2026-09-20T08:23:00,step_rate,129.28
2026-09-20T08:23:30,knee_angle,90.95
2026-09-20T08:23:30,hip_angle,25.52
2026-09-20T08:23:30,grip_force,60.71
2026-09-20T08:23:30,step_rate,83.61
2026-09-20T08:24:00,knee_angle,22.7
2026-09-20T08:24:00,hip_angle,14.31
2026-09-20T08:24:00,grip_force,153.54
2026-09-20T08:24:00,step_rate,124.02
2026-09-20T08:24:30,knee_angle,80.64
2026-09-20T08:24:30,hip_angle,33.56
2026-09-20T08:24:30,grip_force,160.18
2026-09-20T08:24:30,step_rate,117.98
2026-09-20T08:25:00,knee_angle,12.63
2026-09-20T08:25:00,hip_angle,46.24
2026-09-20T08:25:00,grip_force,219.25
2026-09-20T08:25:00,step_rate,116.94
2026-09-20T08:25:30,knee_angle,72.51
2026-09-20T08:25:30,hip_angle,33.46
2026-09-20T08:25:30,grip_force,51.06
2026-09-20T08:25:30,step_rate,117.35
2026-09-20T08:26:00,knee_angle,34.93
2026-09-20T08:26:00,hip_angle,56.06
2026-09-20T08:26:00,grip_force,233.48
2026-09-20T08:26:00,step_rate,93.75
2026-09-20T08:26:30,knee_angle,41.12
2026-09-20T08:26:30,hip_angle,66.28
2026-09-20T08:26:30,grip_force,176.7
2026-09-20T08:26:30,step_rate,80.2
2026-09-20T08:27:00,knee_angle,16.43
2026-09-20T08:27:00,hip_angle,10.58
2026-09-20T08:27:00,grip_force,218.12
2026-09-20T08:27:00,step_rate,118.39
2026-09-20T08:27:30,knee_angle,18.16
2026-09-20T08:27:30,hip_angle,57.86
2026-09-20T08:27:30,grip_force,235.47
2026-09-20T08:27:30,step_rate,109.44
2026-09-20T08:28:00,knee_angle,36.54
2026-09-20T08:28:00,hip_angle,38.41
2026-09-20T08:28:00,grip_force,40.13
2026-09-20T08:28:00,step_rate,70.85
2026-09-20T08:28:30,knee_angle,92.38
2026-09-20T08:28:30,hip_angle,45.48
2026-09-20T08:28:30,grip_force,131.11
2026-09-20T08:28:30,step_rate,126.02
2026-09-20T08:29:00,knee_angle,44.04
2026-09-20T08:29:00,hip_angle,61.02
2026-09-20T08:29:00,grip_force,200.02
2026-09-20T08:29:00,step_rate,82.66
2026-09-20T08:29:30,knee_angle,27.67
2026-09-20T08:29:30,hip_angle,20.51
2026-09-20T08:29:30,grip_force,65.32
2026-09-20T08:29:30,step_rate,105.19
2026-09-20T08:30:00,knee_angle,28.34
2026-09-20T08:30:00,hip_angle,29.33
2026-09-20T08:30:00,grip_force,40.15
2026-09-20T08:30:00,step_rate,124.6
2026-09-20T08:30:30,knee_angle,36.84
2026-09-20T08:30:30,hip_angle,32.07
2026-09-20T08:30:30,grip_force,144.17
2026-09-20T08:30:30,step_rate,124.26
2026-09-20T08:31:00,knee_angle,42.86
2026-09-20T08:31:00,hip_angle,64.24
2026-09-20T08:31:00,grip_force,125.38
2026-09-20T08:31:00,step_rate,101.91
2026-09-20T08:31:30,knee_angle,52.12
2026-09-20T08:31:30,hip_angle,1.31
2026-09-20T08:31:30,grip_force,111.23
2026-09-20T08:31:30,step_rate,80.99
2026-09-20T08:32:00,knee_angle,5.35
2026-09-20T08:32:00,hip_angle,55.94
2026-09-20T08:32:00,grip_force,49.64
2026-09-20T08:32:00,step_rate,98.41
2026-09-20T08:32:30,knee_angle,70.27
2026-09-20T08:32:30,hip_angle,38.95
2026-09-20T08:32:30,grip_force,84.98
2026-09-20T08:32:30,step_rate,101.1
2026-09-20T08:33:00,knee_angle,54.99
2026-09-20T08:33:00,hip_angle,54.9
2026-09-20T08:33:00,grip_force,34.41
2026-09-20T08:33:00,step_rate,103.62
2026-09-20T08:33:30,knee_angle,27.36
2026-09-20T08:33:30,hip_angle,19.38
2026-09-20T08:33:30,grip_force,187.62
2026-09-20T08:33:30,step_rate,100.46
2026-09-20T08:34:00,knee_angle,55.56
2026-09-20T08:34:00,hip_angle,53.2
2026-09-20T08:34:00,grip_force,219.87
2026-09-20T08:34:00,step_rate,96.59
2026-09-20T08:34:30,knee_angle,60.13
2026-09-20T08:34:30,hip_angle,35.39
2026-09-20T08:34:30,grip_force,127.8
2026-09-20T08:34:30,step_rate,111.56
2026-09-20T08:35:00,knee_angle,45.71
2026-09-20T08:35:00,hip_angle,37.33
2026-09-20T08:35:00,grip_force,119.95
2026-09-20T08:35:00,step_rate,126.49
2026-09-20T08:35:30,knee_angle,67.93
2026-09-20T08:35:30,hip_angle,61.36
2026-09-20T08:35:30,grip_force,226.7
2026-09-20T08:35:30,step_rate,85.58
2026-09-20T08:36:00,knee_angle,55.36
2026-09-20T08:36:00,hip_angle,66.03
2026-09-20T08:36:00,grip_force,203.2
2026-09-20T08:36:00,step_rate,78.23
2026-09-20T08:36:30,knee_angle,15.95
2026-09-20T08:36:30,hip_angle,30.95
2026-09-20T08:36:30,grip_force,26.69
2026-09-20T08:36:30,step_rate,84.44
2026-09-20T08:37:00,knee_angle,11.58
2026-09-20T08:37:00,hip_angle,46.86
2026-09-20T08:37:00,grip_force,190.31
2026-09-20T08:37:00,step_rate,123.82
2026-09-20T08:37:30,knee_angle,18.9
2026-09-20T08:37:30,hip_angle,50.13
2026-09-20T08:37:30,grip_force,161.86
2026-09-20T08:37:30,step_rate,78.58
2026-09-20T08:38:00,knee_angle,84.45
2026-09-20T08:38:00,hip_angle,67.73
2026-09-20T08:38:00,grip_force,60.51
2026-09-20T08:38:00,step_rate,127.15
2026-09-20T08:38:30,knee_angle,40.84
2026-09-20T08:38:30,hip_angle,34.11
2026-09-20T08:38:30,grip_force,237.67
2026-09-20T08:38:30,step_rate,119.95
2026-09-20T08:39:00,knee_angle,19.53
2026-09-20T08:39:00,hip_angle,30.21
2026-09-20T08:39:00,grip_force,128.59
2026-09-20T08:39:00,step_rate,90.35
2026-09-20T08:39:30,knee_angle,22.62
2026-09-20T08:39:30,hip_angle,22.3
2026-09-20T08:39:30,grip_force,176.09
2026-09-20T08:39:30,step_rate,71.17
2026-09-20T08:40:00,knee_angle,54.86
2026-09-20T08:40:00,hip_angle,30.83
2026-09-20T08:40:00,grip_force,14.16
2026-09-20T08:40:00,step_rate,89.89
2026-09-20T08:40:30,knee_angle,61.15
2026-09-20T08:40:30,hip_angle,35.86
2026-09-20T08:40:30,grip_force,24.79
2026-09-20T08:40:30,step_rate,129.1
2026-09-20T08:41:00,knee_angle,75.95
2026-09-20T08:41:00,hip_angle,68.02
2026-09-20T08:41:00,grip_force,34.1
2026-09-20T08:41:00,step_rate,85.93
2026-09-20T08:41:30,knee_angle,8.56
2026-09-20T08:41:30,hip_angle,54.53
2026-09-20T08:41:30,grip_force,72.2
2026-09-20T08:41:30,step_rate,77.77
2026-09-20T08:42:00,knee_angle,43.0
2026-09-20T08:42:00,hip_angle,63.8
2026-09-20T08:42:00,grip_force,198.37
2026-09-20T08:42:00,step_rate,85.52
2026-09-20T08:42:30,knee_angle,18.44
2026-09-20T08:42:30,hip_angle,64.34
2026-09-20T08:42:30,grip_force,141.24
2026-09-20T08:42:30,step_rate,112.03
2026-09-20T08:43:00,knee_angle,13.05
2026-09-20T08:43:00,hip_angle,4.03
2026-09-20T08:43:00,grip_force,168.29
2026-09-20T08:43:00,step_rate,95.52
2026-09-20T08:43:30,knee_angle,11.52
2026-09-20T08:43:30,hip_angle,65.68
2026-09-20T08:43:30,grip_force,155.92
2026-09-20T08:43:30,step_rate,118.1
2026-09-20T08:44:00,knee_angle,12.54
2026-09-20T08:44:00,hip_angle,59.94
2026-09-20T08:44:00,grip_force,25.32
2026-09-20T08:44:00,step_rate,121.77
2026-09-20T08:44:30,knee_angle,45.84
2026-09-20T08:44:30,hip_angle,23.74
2026-09-20T08:44:30,grip_force,137.2
2026-09-20T08:44:30,step_rate,125.6
2026-09-20T08:45:00,knee_angle,29.11
2026-09-20T08:45:00,hip_angle,9.05
2026-09-20T08:45:00,grip_force,131.19
2026-09-20T08:45:00,step_rate,84.31
2026-09-20T08:45:30,knee_angle,14.85
2026-09-20T08:45:30,hip_angle,11.3
2026-09-20T08:45:30,grip_force,21.59
2026-09-20T08:45:30,step_rate,82.11
2026-09-20T08:46:00,knee_angle,33.08
2026-09-20T08:46:00,hip_angle,21.35
2026-09-20T08:46:00,grip_force,184.68
2026-09-20T08:46:00,step_rate,87.4
2026-09-20T08:46:30,knee_angle,50.01
2026-09-20T08:46:30,hip_angle,12.45
2026-09-20T08:46:30,grip_force,89.81
2026-09-20T08:46:30,step_rate,71.09
2026-09-20T08:47:00,knee_angle,27.54
2026-09-20T08:47:00,hip_angle,1.07
2026-09-20T08:47:00,grip_force,178.61
2026-09-20T08:47:00,step_rate,103.06
2026-09-20T08:47:30,knee_angle,22.05
2026-09-20T08:47:30,hip_angle,33.23
2026-09-20T08:47:30,grip_force,224.97
2026-09-20T08:47:30,step_rate,76.38
2026-09-20T08:48:00,knee_angle,78.7
2026-09-20T08:48:00,hip_angle,30.25
2026-09-20T08:48:00,grip_force,123.85
2026-09-20T08:48:00,step_rate,120.08
2026-09-20T08:48:30,knee_angle,40.38
2026-09-20T08:48:30,hip_angle,35.47
2026-09-20T08:48:30,grip_force,168.18
2026-09-20T08:48:30,step_rate,128.95
2026-09-20T08:49:00,knee_angle,35.84
2026-09-20T08:49:00,hip_angle,58.26
2026-09-20T08:49:00,grip_force,172.55
2026-09-20T08:49:00,step_rate,108.16
2026-09-20T08:49:30,knee_angle,41.42
2026-09-20T08:49:30,hip_angle,24.33
2026-09-20T08:49:30,grip_force,22.51
2026-09-20T08:49:30,step_rate,77.79
2026-09-20T08:50:00,knee_angle,11.37
2026-09-20T08:50:00,hip_angle,51.86
2026-09-20T08:50:00,grip_force,68.79
2026-09-20T08:50:00,step_rate,79.79
2026-09-20T08:50:30,knee_angle,12.6
2026-09-20T08:50:30,hip_angle,58.89
2026-09-20T08:50:30,grip_force,210.22
2026-09-20T08:50:30,step_rate,110.23
2026-09-20T08:51:00,knee_angle,30.37
2026-09-20T08:51:00,hip_angle,16.95
2026-09-20T08:51:00,grip_force,77.4
2026-09-20T08:51:00,step_rate,97.57
2026-09-20T08:51:30,knee_angle,19.18
2026-09-20T08:51:30,hip_angle,31.21
2026-09-20T08:51:30,grip_force,70.55
2026-09-20T08:51:30,step_rate,127.71
2026-09-20T08:52:00,knee_angle,92.54
2026-09-20T08:52:00,hip_angle,38.3
2026-09-20T08:52:00,grip_force,66.22
2026-09-20T08:52:00,step_rate,127.94
2026-09-20T08:52:30,knee_angle,32.86
2026-09-20T08:52:30,hip_angle,24.96
2026-09-20T08:52:30,grip_force,10.25
2026-09-20T08:52:30,step_rate,92.9
2026-09-20T08:53:00,knee_angle,47.72
2026-09-20T08:53:00,hip_angle,35.19
2026-09-20T08:53:00,grip_force,56.23
2026-09-20T08:53:00,step_rate,100.28
2026-09-20T08:53:30,knee_angle,5.45
2026-09-20T08:53:30,hip_angle,18.49
2026-09-20T08:53:30,grip_force,30.64
2026-09-20T08:53:30,step_rate,93.97
2026-09-20T08:54:00,knee_angle,8.75
2026-09-20T08:54:00,hip_angle,1.57
2026-09-20T08:54:00,grip_force,79.98
2026-09-20T08:54:00,step_rate,83.97
2026-09-20T08:54:30,knee_angle,57.7
2026-09-20T08:54:30,hip_angle,37.04
2026-09-20T08:54:30,grip_force,182.62
2026-09-20T08:54:30,step_rate,109.45
2026-09-20T08:55:00,knee_angle,69.44
2026-09-20T08:55:00,hip_angle,61.54
2026-09-20T08:55:00,grip_force,99.59
2026-09-20T08:55:00,step_rate,89.57
2026-09-20T08:55:30,knee_angle,93.63
2026-09-20T08:55:30,hip_angle,10.46
2026-09-20T08:55:30,grip_force,176.56
2026-09-20T08:55:30,step_rate,108.59
2026-09-20T08:56:00,knee_angle,8.94
2026-09-20T08:56:00,hip_angle,58.47
2026-09-20T08:56:00,grip_force,215.15
2026-09-20T08:56:00,step_rate,107.64
2026-09-20T08:56:30,knee_angle,71.05
2026-09-20T08:56:30,hip_angle,56.86
2026-09-20T08:56:30,grip_force,42.04
2026-09-20T08:56:30,step_rate,101.43
2026-09-20T08:57:00,knee_angle,50.39
2026-09-20T08:57:00,hip_angle,58.45
2026-09-20T08:57:00,grip_force,195.08
2026-09-20T08:57:00,step_rate,119.58
2026-09-20T08:57:30,knee_angle,57.57
2026-09-20T08:57:30,hip_angle,62.5
2026-09-20T08:57:30,grip_force,167.07
2026-09-20T08:57:30,step_rate,111.6
2026-09-20T08:58:00,knee_angle,25.69
2026-09-20T08:58:00,hip_angle,2.18
2026-09-20T08:58:00,grip_force,40.61
2026-09-20T08:58:00,step_rate,91.64
2026-09-20T08:58:30,knee_angle,14.44
2026-09-20T08:58:30,hip_angle,58.51
2026-09-20T08:58:30,grip_force,138.46
2026-09-20T08:58:30,step_rate,107.67
2026-09-20T08:59:00,knee_angle,61.36
2026-09-20T08:59:00,hip_angle,47.65
2026-09-20T08:59:00,grip_force,122.54
2026-09-20T08:59:00,step_rate,70.2
2026-09-20T08:59:30,knee_angle,76.79
2026-09-20T08:59:30,hip_angle,52.38
2026-09-20T08:59:30,grip_force,125.68
2026-09-20T08:59:30,step_rate,102.11
2026-09-20T09:00:00,knee_angle,64.34
2026-09-20T09:00:00,hip_angle,4.62
2026-09-20T09:00:00,grip_force,179.46
2026-09-20T09:00:00,step_rate,85.13
2026-09-20T09:00:30,knee_angle,11.7
2026-09-20T09:00:30,hip_angle,18.59
2026-09-20T09:00:30,grip_force,177.75
2026-09-20T09:00:30,step_rate,82.31
2026-09-20T09:01:00,knee_angle,71.58
2026-09-20T09:01:00,hip_angle,68.3
2026-09-20T09:01:00,grip_force,123.61
2026-09-20T09:01:00,step_rate,92.95
2026-09-20T09:01:30,knee_angle,48.11
2026-09-20T09:01:30,hip_angle,47.86
2026-09-20T09:01:30,grip_force,186.4
2026-09-20T09:01:30,step_rate,107.02
2026-09-20T09:02:00,knee_angle,62.85
2026-09-20T09:02:00,hip_angle,5.42
2026-09-20T09:02:00,grip_force,43.91
2026-09-20T09:02:00,step_rate,85.24
2026-09-20T09:02:30,knee_angle,71.89
2026-09-20T09:02:30,hip_angle,21.31
2026-09-20T09:02:30,grip_force,140.59
2026-09-20T09:02:30,step_rate,70.75
2026-09-20T09:03:00,knee_angle,10.46
2026-09-20T09:03:00,hip_angle,18.81
2026-09-20T09:03:00,grip_force,164.56
2026-09-20T09:03:00,step_rate,111.53
2026-09-20T09:03:30,knee_angle,65.81
2026-09-20T09:03:30,hip_angle,20.36
2026-09-20T09:03:30,grip_force,128.8
2026-09-20T09:03:30,step_rate,97.88
2026-09-20T09:04:00,knee_angle,46.97
2026-09-20T09:04:00,hip_angle,8.3
2026-09-20T09:04:00,grip_force,215.54
2026-09-20T09:04:00,step_rate,81.96
2026-09-20T09:04:30,knee_angle,93.03
2026-09-20T09:04:30,hip_angle,65.54
2026-09-20T09:04:30,grip_force,14.03
2026-09-20T09:04:30,step_rate,97.54
2026-09-20T09:05:00,knee_angle,78.79
2026-09-20T09:05:00,hip_angle,67.77
2026-09-20T09:05:00,grip_force,113.37
2026-09-20T09:05:00,step_rate,86.12
2026-09-20T09:05:30,knee_angle,23.89
2026-09-20T09:05:30,hip_angle,66.19
2026-09-20T09:05:30,grip_force,58.46
2026-09-20T09:05:30,step_rate,104.89
2026-09-20T09:06:00,knee_angle,17.76
2026-09-20T09:06:00,hip_angle,36.68
2026-09-20T09:06:00,grip_force,229.13
2026-09-20T09:06:00,step_rate,77.96
2026-09-20T09:06:30,knee_angle,78.82
2026-09-20T09:06:30,hip_angle,35.61
2026-09-20T09:06:30,grip_force,213.98
2026-09-20T09:06:30,step_rate,112.2
2026-09-20T09:07:00,knee_angle,25.82
2026-09-20T09:07:00,hip_angle,62.84
2026-09-20T09:07:00,grip_force,121.81
2026-09-20T09:07:00,step_rate,71.49
2026-09-20T09:07:30,knee_angle,5.32
2026-09-20T09:07:30,hip_angle,34.42
2026-09-20T09:07:30,grip_force,113.67
2026-09-20T09:07:30,step_rate,88.12
2026-09-20T09:08:00,knee_angle,17.66
2026-09-20T09:08:00,hip_angle,24.08
2026-09-20T09:08:00,grip_force,82.7
2026-09-20T09:08:00,step_rate,120.41
2026-09-20T09:08:30,knee_angle,5.16
2026-09-20T09:08:30,hip_angle,52.55
2026-09-20T09:08:30,grip_force,203.0
2026-09-20T09:08:30,step_rate,77.2
2026-09-20T09:09:00,knee_angle,88.38
2026-09-20T09:09:00,hip_angle,49.91
2026-09-20T09:09:00,grip_force,217.36
2026-09-20T09:09:00,step_rate,87.39
2026-09-20T09:09:30,knee_angle,38.5
2026-09-20T09:09:30,hip_angle,27.5
2026-09-20T09:09:30,grip_force,239.72
2026-09-20T09:09:30,step_rate,105.35
2026-09-20T09:10:00,knee_angle,37.46
2026-09-20T09:10:00,hip_angle,29.96
2026-09-20T09:10:00,grip_force,73.29
2026-09-20T09:10:00,step_rate,72.9
2026-09-20T09:10:30,knee_angle,14.15
2026-09-20T09:10:30,hip_angle,58.43
2026-09-20T09:10:30,grip_force,75.69
2026-09-20T09:10:30,step_rate,126.14
2026-09-20T09:11:00,knee_angle,27.44
2026-09-20T09:11:00,hip_angle,18.6
2026-09-20T09:11:00,grip_force,127.52
2026-09-20T09:11:00,step_rate,81.39
2026-09-20T09:11:30,knee_angle,38.6
2026-09-20T09:11:30,hip_angle,66.93
2026-09-20T09:11:30,grip_force,213.38
2026-09-20T09:11:30,step_rate,118.72
2026-09-20T09:12:00,knee_angle,61.78
2026-09-20T09:12:00,hip_angle,63.94
2026-09-20T09:12:00,grip_force,226.36
2026-09-20T09:12:00,step_rate,102.95
2026-09-20T09:12:30,knee_angle,69.76
2026-09-20T09:12:30,hip_angle,3.46
2026-09-20T09:12:30,grip_force,178.44
2026-09-20T09:12:30,step_rate,97.05
2026-09-20T09:13:00,knee_angle,72.74
2026-09-20T09:13:00,hip_angle,45.11
2026-09-20T09:13:00,grip_force,75.83
2026-09-20T09:13:00,step_rate,72.94
2026-09-20T09:13:30,knee_angle,88.41
2026-09-20T09:13:30,hip_angle,8.91
2026-09-20T09:13:30,grip_force,118.6
2026-09-20T09:13:30,step_rate,90.62
2026-09-20T09:14:00,knee_angle,31.8
2026-09-20T09:14:00,hip_angle,51.73
2026-09-20T09:14:00,grip_force,234.55
2026-09-20T09:14:00,step_rate,85.61
2026-09-20T09:14:30,knee_angle,64.04
2026-09-20T09:14:30,hip_angle,21.06
2026-09-20T09:14:30,grip_force,138.18
2026-09-20T09:14:30,step_rate,93.66
2026-09-20T09:15:00,knee_angle,20.06
2026-09-20T09:15:00,hip_angle,11.32
2026-09-20T09:15:00,grip_force,57.81
2026-09-20T09:15:00,step_rate,124.36
2026-09-20T09:15:30,knee_angle,49.74
2026-09-20T09:15:30,hip_angle,15.4
2026-09-20T09:15:30,grip_force,218.44
2026-09-20T09:15:30,step_rate,129.79
2026-09-20T09:16:00,knee_angle,45.5
2026-09-20T09:16:00,hip_angle,9.77
2026-09-20T09:16:00,grip_force,54.25
2026-09-20T09:16:00,step_rate,75.44
2026-09-20T09:16:30,knee_angle,35.78
2026-09-20T09:16:30,hip_angle,6.38
2026-09-20T09:16:30,grip_force,65.0
2026-09-20T09:16:30,step_rate,85.5
2026-09-20T09:17:00,knee_angle,56.27
2026-09-20T09:17:00,hip_angle,62.11
2026-09-20T09:17:00,grip_force,182.42
2026-09-20T09:17:00,step_rate,94.77
2026-09-20T09:17:30,knee_angle,42.25
